Datetime,Open,High,Low,Close,Adj Close,Volume
2021-09-16 09:30:00-04:00,752.8300170898438,755.2249755859375,751.0,751.8298950195312,751.8298950195312,420940
2021-09-16 09:31:00-04:00,751.780029296875,754.1898803710938,751.6950073242188,752.2144165039062,752.2144165039062,76827
2021-09-16 09:32:00-04:00,752.0399780273438,752.52001953125,750.6699829101562,751.5900268554688,751.5900268554688,94067
2021-09-16 09:33:00-04:00,752.5,753.25,752.3701171875,753.0850219726562,753.0850219726562,118838
2021-09-16 09:34:00-04:00,753.0,754.25,753.0,753.739990234375,753.739990234375,105442
2021-09-16 09:35:00-04:00,756.0,756.6500244140625,754.030029296875,754.3300170898438,754.3300170898438,149558
2021-09-16 09:36:00-04:00,752.0,753.6890869140625,752.0,753.6890869140625,753.6890869140625,82284
2021-09-16 09:37:00-04:00,753.0,753.0800170898438,753.0,753.0598754882812,753.0598754882812,49254
2021-09-16 09:38:00-04:00,753.0,753.22998046875,753.0,753.22998046875,753.22998046875,36159
2021-09-16 09:39:00-04:00,752.0,752.0,749.6699829101562,750.0,750.0,121267
2021-09-16 09:40:00-04:00,750.0,750.719970703125,749.4600219726562,750.36962890625,750.36962890625,107973
2021-09-16 09:41:00-04:00,750.3599853515625,750.9342041015625,749.9099731445312,750.5399780273438,750.5399780273438,66842
2021-09-16 09:42:00-04:00,750.5,750.780029296875,750.110107421875,750.530029296875,750.530029296875,62515
2021-09-16 09:43:00-04:00,750.25,750.4899291992188,749.7999877929688,749.8192138671875,749.8192138671875,54300
2021-09-16 09:44:00-04:00,749.0,750.0673217773438,748.7899780273438,749.8778076171875,749.8778076171875,96923
2021-09-16 09:45:00-04:00,750.0,750.010009765625,749.7999877929688,749.89501953125,749.89501953125,60810
2021-09-16 09:46:00-04:00,749.0,749.47998046875,748.8800048828125,749.47998046875,749.47998046875,80849
2021-09-16 09:47:00-04:00,749.5,749.5599975585938,749.130126953125,749.1701049804688,749.1701049804688,44701
2021-09-16 09:48:00-04:00,749.5,751.1467895507812,749.5,750.8900146484375,750.8900146484375,79673
2021-09-16 09:49:00-04:00,752.0,752.119873046875,751.7733764648438,751.7733764648438,751.7733764648438,70495
2021-09-16 09:50:00-04:00,752.0,752.0,751.5700073242188,751.5700073242188,751.5700073242188,41861
2021-09-16 09:51:00-04:00,750.75,750.75,750.75,750.75,750.75,44094
2021-09-16 09:52:00-04:00,750.5,750.5700073242188,749.2000122070312,749.3300170898438,749.3300170898438,74842
2021-09-16 09:53:00-04:00,748.25,748.4708862304688,748.1500244140625,748.2000122070312,748.2000122070312,116830
2021-09-16 09:54:00-04:00,748.25,748.8800048828125,748.1500854492188,748.8800048828125,748.8800048828125,59268
2021-09-16 09:55:00-04:00,748.5,748.9699096679688,748.3800048828125,748.8300170898438,748.8300170898438,44909
2021-09-16 09:56:00-04:00,748.5,749.2000122070312,748.5,749.2000122070312,749.2000122070312,49205
2021-09-16 09:57:00-04:00,748.75,749.6898803710938,748.75,749.3150024414062,749.3150024414062,2453802
2021-09-16 09:58:00-04:00,749.405029296875,749.780029296875,749.1699829101562,749.6099853515625,749.6099853515625,40068
2021-09-16 09:59:00-04:00,749.4500122070312,749.75,748.68408203125,749.6677856445312,749.6677856445312,32975
2021-09-16 10:00:00-04:00,749.4500122070312,749.6900024414062,748.6599731445312,749.030029296875,749.030029296875,42002
2021-09-16 10:01:00-04:00,748.8599853515625,749.7899780273438,748.52001953125,749.6900024414062,749.6900024414062,33493
2021-09-16 10:02:00-04:00,749.719970703125,750.0567016601562,749.3800048828125,749.3826293945312,749.3826293945312,50577
2021-09-16 10:03:00-04:00,749.380126953125,749.5731201171875,747.9500122070312,748.7000122070312,748.7000122070312,85806
2021-09-16 10:04:00-04:00,748.6599731445312,749.030029296875,748.2000122070312,748.9500122070312,748.9500122070312,30820
2021-09-16 10:05:00-04:00,748.8699951171875,750.1300048828125,748.7999877929688,749.8599853515625,749.8599853515625,50987
2021-09-16 10:06:00-04:00,749.8201293945312,750.0698852539062,749.4299926757812,749.7000122070312,749.7000122070312,33986
2021-09-16 10:07:00-04:00,749.75,749.989990234375,749.22998046875,749.989990234375,749.989990234375,27330
2021-09-16 10:08:00-04:00,749.989990234375,750.1799926757812,749.216796875,749.6099853515625,749.6099853515625,24895
2021-09-16 10:09:00-04:00,749.85498046875,750.4600219726562,749.8361206054688,750.0900268554688,750.0900268554688,28828
2021-09-16 10:10:00-04:00,749.9500122070312,750.3861083984375,749.5999755859375,749.75,749.75,29342
2021-09-16 10:11:00-04:00,749.6900024414062,750.030029296875,748.7999877929688,749.4699096679688,749.4699096679688,87215
2021-09-16 10:12:00-04:00,749.469970703125,749.489990234375,748.780029296875,748.7899780273438,748.7899780273438,21101
2021-09-16 10:13:00-04:00,748.719970703125,748.9899291992188,748.469970703125,748.6900024414062,748.6900024414062,22486
2021-09-16 10:14:00-04:00,748.6199951171875,748.9749145507812,748.4199829101562,748.448974609375,748.448974609375,28221
2021-09-16 10:15:00-04:00,748.4299926757812,748.5700073242188,747.7650146484375,748.0499877929688,748.0499877929688,54451
2021-09-16 10:16:00-04:00,747.969970703125,748.7498779296875,747.9000244140625,748.4500122070312,748.4500122070312,41285
2021-09-16 10:17:00-04:00,748.530029296875,749.106689453125,748.3800048828125,748.989990234375,748.989990234375,24738
2021-09-16 10:18:00-04:00,749.0900268554688,749.3800048828125,748.7302856445312,748.989990234375,748.989990234375,24644
2021-09-16 10:19:00-04:00,749.0399780273438,749.3499145507812,748.72998046875,748.8800048828125,748.8800048828125,18468
2021-09-16 10:20:00-04:00,748.7769165039062,748.89990234375,747.7999877929688,747.8099975585938,747.8099975585938,39511
2021-09-16 10:21:00-04:00,747.9500122070312,748.5,747.6099853515625,748.0900268554688,748.0900268554688,41688
2021-09-16 10:22:00-04:00,748.22998046875,749.0700073242188,748.0599975585938,748.9500122070312,748.9500122070312,47756
2021-09-16 10:23:00-04:00,748.7899780273438,749.2329711914062,748.5700073242188,749.1099853515625,749.1099853515625,34356
2021-09-16 10:24:00-04:00,749.219970703125,749.5250244140625,748.9099731445312,749.219970703125,749.219970703125,70470
2021-09-16 10:25:00-04:00,749.3250122070312,749.3350219726562,748.8300170898438,748.969970703125,748.969970703125,16690
2021-09-16 10:26:00-04:00,749.02001953125,749.3400268554688,748.9099731445312,749.22998046875,749.22998046875,34477
